qid	cid	question_category	question_subject	question	comment	comment_gold
Q2120	Q2120_C3	Electronics	Anybody knows who/where to make a wooden speaker box??	I need a carpenter who can make a nice wooden subwoofer/speaker box for my car audio system in a reasonable price. If there's anyone know who or where to find, please let me know.. I need it asap, thanks!	hi bro,my subwoofer box was made by LEBANON ROCK, its on your right when your going to Giant store Sana Rd. About.300 mts from Capitol Security Dept. Mine costs 320 riyals.	Good
Q2120	Q2120_C4	Electronics	Anybody knows who/where to make a wooden speaker box??	I need a carpenter who can make a nice wooden subwoofer/speaker box for my car audio system in a reasonable price. If there's anyone know who or where to find, please let me know.. I need it asap, thanks!	Yes in Najma souk, there u will find a lot of specialised carpentors who could make one speaker for you of your need but explain to them and get a quote first so as not to be cheated by them and take quotation from various shops in line in the market there.	Good
Q2120	Q2120_C5	Electronics	Anybody knows who/where to make a wooden speaker box??	I need a carpenter who can make a nice wooden subwoofer/speaker box for my car audio system in a reasonable price. If there's anyone know who or where to find, please let me know.. I need it asap, thanks!	you can get good one ready made from car assories market near Capitol Security Dept on your left if you are going from Capitol Security Dept to Sana round about they will also fiz if for you in the car.	Good
Q2123	Q2123_C1	Doha Shopping	is it fine to carry party twister gun in flight	hellow Qler's is it ok to carry part twister gun in flight. party twister gun ( The colorful confetti will eruupt into the air at a high ranging form 10 to 15 m)	anything that has a word GUN is banned and you are talking about carrying something that not only has the word GUN, but also explodes and makes noice and is bound to go wrong without notice. I don't know if there is any charge, but yes there is a spring that makes noice and can create panic if explodes.	Good
Q2123	Q2123_C2	Doha Shopping	is it fine to carry party twister gun in flight	hellow Qler's is it ok to carry part twister gun in flight. party twister gun ( The colorful confetti will eruupt into the air at a high ranging form 10 to 15 m)	No. Even if it is a plastic toy, They will not allow. I had similar experience.	Good
Q2123	Q2123_C3	Doha Shopping	is it fine to carry party twister gun in flight	hellow Qler's is it ok to carry part twister gun in flight. party twister gun ( The colorful confetti will eruupt into the air at a high ranging form 10 to 15 m)	Not allowed even in hold baggage. Don't even try, unless you want to miss your flight. Remember you have to answer a declaration when you check in, any false statements lead to arrest (always!)	Good
Q2123	Q2123_C4	Doha Shopping	is it fine to carry party twister gun in flight	hellow Qler's is it ok to carry part twister gun in flight. party twister gun ( The colorful confetti will eruupt into the air at a high ranging form 10 to 15 m)	U can't take as a hand luggage... Keep it in ur luggage, i hope there will be no problem.. I have traveled once from UAE..:-)	Good
Q2123	Q2123_C5	Doha Shopping	is it fine to carry party twister gun in flight	hellow Qler's is it ok to carry part twister gun in flight. party twister gun ( The colorful confetti will eruupt into the air at a high ranging form 10 to 15 m)	NO, EVEN CHECK IN BAGGAGE WILL NOT ALLOW THAT BECAUSE THERE IS FLAMMABLE SUBSTANCE ON THE BASE OF THE CANISTER ONCE IT WAS TWIST, IT WILL EXPLODE...	Good
Q2123	Q2123_C6	Doha Shopping	is it fine to carry party twister gun in flight	hellow Qler's is it ok to carry part twister gun in flight. party twister gun ( The colorful confetti will eruupt into the air at a high ranging form 10 to 15 m)	No. It has a small explosive charge, so unless you want locking up, pack it in the hold.	Good
Q2124	Q2124_C1	Visas and Permits	family visit visa	Dear Friends, Can anyone advise me the new process for appying family visit visa for my wife. What is the present criteria for the MOI and what are the documents required. Thanks in advance for your reply. Regards, Bhaskar	http://www.qatarliving.com/node/3004683	Good
Q2124	Q2124_C2	Visas and Permits	family visit visa	Dear Friends, Can anyone advise me the new process for appying family visit visa for my wife. What is the present criteria for the MOI and what are the documents required. Thanks in advance for your reply. Regards, Bhaskar	http://www.qatarliving.com/node/3004683	Good
Q2124	Q2124_C3	Visas and Permits	family visit visa	Dear Friends, Can anyone advise me the new process for appying family visit visa for my wife. What is the present criteria for the MOI and what are the documents required. Thanks in advance for your reply. Regards, Bhaskar	http://www.qatarliving.com/node/3004683	Good
Q2127	Q2127_C3	Cars	which car shall i rent ?	morning everybody, ill rent a car 2day.Theres 2 options one is from strong rent a car kia cerato 2010 model-2000 qr, another from al huda renault clio 2006-2007 model 1700qr. What isyour advice,which one shall i take?im gonna drive 1st time in my life:(	thx everybody 4 d answers	Bad
Q2135	Q2135_C1	Politics	HIJAB - A burden to Muslim womens ?	Why only a few muslim womens wear hijab ? Why not others ? Is hijab making a women outdated !! plz share your comments..	______________________________________________ Listen to Many..Speak to a few.	Bad
Q2141	Q2141_C1	Moving to Qatar	Plugs from UK?	Hello - am just wondering about moving stuff over from the UK - will our electricals work out there - dvd, tv. fridge etc etc - or do we need converter plugs or something? Thanks	Just bring your stuff, it will work either within the 'European' sockets or you get adadpters.	Good
Q2141	Q2141_C2	Moving to Qatar	Plugs from UK?	Hello - am just wondering about moving stuff over from the UK - will our electricals work out there - dvd, tv. fridge etc etc - or do we need converter plugs or something? Thanks	3 pin plugs will work in Qatar no problem as the sockets are the same (they were the last time I was there in 2004) TV am not sure as we bought ours in Qatar. We bought a DVD player in Qatar and it worked fine in the UK with UK bought DVDs but again they are cheap enough to buy in Qatar.	Good
Q2141	Q2141_C3	Moving to Qatar	Plugs from UK?	Hello - am just wondering about moving stuff over from the UK - will our electricals work out there - dvd, tv. fridge etc etc - or do we need converter plugs or something? Thanks	Plug sockets here are all 3-pin UK style. However, you might want to bring a stock of 3-pin to 2-pin adaptors with you because anything you by out here will be 2-pin, and the adapters you buy here are very low quality and I've seen many catch fire or melt.	Good
Q2141	Q2141_C5	Moving to Qatar	Plugs from UK?	Hello - am just wondering about moving stuff over from the UK - will our electricals work out there - dvd, tv. fridge etc etc - or do we need converter plugs or something? Thanks	I expect plug sockets are 3-pin cos Qatar used to be protected by the British. Just a guess. Appliances are 2-pin cos they come from Asia I think. It's juts one of many wonderful things that defies logic here in Qatar. You'll need adapters that plug into the 3-pin wall socket and take a 2-pin plug.	Good
Q2141	Q2141_C6	Moving to Qatar	Plugs from UK?	Hello - am just wondering about moving stuff over from the UK - will our electricals work out there - dvd, tv. fridge etc etc - or do we need converter plugs or something? Thanks	Have some patience and change the plugs on new items to 3-pin plugs. I hate the adapters here, as previously mentioned the quality is rubbish and they can melt.	Good
Q2141	Q2141_C7	Moving to Qatar	Plugs from UK?	Hello - am just wondering about moving stuff over from the UK - will our electricals work out there - dvd, tv. fridge etc etc - or do we need converter plugs or something? Thanks	The same applies to the 3-pin plugs you buy here as the adapters - they are cheap and prone to catching fire. Best to bring your own from the UK.	Good
Q2143	Q2143_C2	Visas and Permits	Can i sponsor for my brother	Can i sponsor for my brother. I am Indian and working in Qatar Airways.	Yes, you can sponsor your first line relatives and bring them on visit under Qatar airways visa provided you meet the application criteria (simple: yours and your wife's passport/id copies, confirmed return ticket booking on QA and the visitor's pp copies) (You can apply direct at immigration also for first line relatives)	Good
Q2143	Q2143_C3	Visas and Permits	Can i sponsor for my brother	Can i sponsor for my brother. I am Indian and working in Qatar Airways.	yes you can but your salary should be 12000 qr per month minimum	Good
Q2158	Q2158_C1	Visas and Permits	Visa	Hi, I was left Doha since 4 years with a cancellation in my visa, so did i need a release from my first sponsorship to enter Doha in a different sponsorship?	No, you should be fine to return.	Good
Q2158	Q2158_C2	Visas and Permits	Visa	Hi, I was left Doha since 4 years with a cancellation in my visa, so did i need a release from my first sponsorship to enter Doha in a different sponsorship?	NO. you don't need any NOC. you can enter easily......;)	Good
Q2164	Q2164_C1	Health and Fitness	how to Lose weight???	hello Qler's, i know you guys getting rid of this question... but anyone have a quick technique how to lose weight?? especially tummy part!! thanks!!	Dieting is effective but its quite slow process, Most effective is Exercise specially if u do it for abdominal muscles. And make sure to Quit 3 things, 1.Sweets 2.Rice 3.Sleeping immediately after having meal. I m sure U wil see better results :) Good Luck	Good
Q2164	Q2164_C4	Health and Fitness	how to Lose weight???	hello Qler's, i know you guys getting rid of this question... but anyone have a quick technique how to lose weight?? especially tummy part!! thanks!!	Search it on google.. http://www.google.co.in/#hl=en&source=hp&biw=1356&bih=557&q=how+to+lose+tummy+fat&aq=0s&aqi=g-s6&aql=&oq=how+to+loose+tummy+&gs_rfai=&fp=172c164806d905ff http://www.google.co.in/#hl=en&biw=1339&bih=557&q=how+to+lose+tummy+fast&aq=2s&aqi=g-s7&aql=&oq=how+to+loose+tu&gs_rfai=&fp=172c164806d905ff	Bad
Q2164	Q2164_C5	Health and Fitness	how to Lose weight???	hello Qler's, i know you guys getting rid of this question... but anyone have a quick technique how to lose weight?? especially tummy part!! thanks!!	"Google for ""General Motors weight loss programme"". you will find a diet shedule for one week which will loose your weight by about 6kg within the week. It works and I have done it two times and reduced my weight by 10.7kg in a month."	Good
Q2164	Q2164_C7	Health and Fitness	how to Lose weight???	hello Qler's, i know you guys getting rid of this question... but anyone have a quick technique how to lose weight?? especially tummy part!! thanks!!	gastric banding is the solution beleive me, i know more than two people who already had this gastric banding operation it's very useful and really it changed their lives	Good
Q2164	Q2164_C8	Health and Fitness	how to Lose weight???	hello Qler's, i know you guys getting rid of this question... but anyone have a quick technique how to lose weight?? especially tummy part!! thanks!!	<P>The below shop sells many meizitang products,i took meizitang for a month and lost 20 lbs,whats more,they have no side effects, no lie...If youre interested in them,try http://www.meizitang.us/ hope helpful!</P>	Good
